# SentiWordNet users' feedback
# Release: 13 May 2013
# More information and contact: http://sentiwordnet.isti.cnr.it/
# License: http://creativecommons.org/licenses/by-sa/4.0/
#
# count	synsetId	synsetPOS	swnPositivity	swnNegativity	feedbackPositivity	feedbackNegativity	date	IPanon	IPcountry	list(word#sense)
277	344659	r	0	0	0	0	2011-03-04	IP106	xx	millionfold#1 a_million_times#1
278	1807988	n	0	0	0	0	2011-03-04	IP107	IN	genus_alectoris#1 alectoris#1
279	1807988	n	0	0	0	0	2011-03-04	IP107	IN	genus_alectoris#1 alectoris#1
280	2321529	n	0	0	0	0	2011-03-04	IP107	IN	sea_cucumber#1 holothurian#1
281	1858167	v	0	0.375	0	0.375	2011-03-04	IP107	IN	hot-wire#1
282	1858167	v	0	0.375	0	0.375	2011-03-04	IP107	IN	hot-wire#1
283	1858167	v	0	0.375	0.25	0.375	2011-03-04	IP107	IN	hot-wire#1
284	1858167	v	0	0.375	0.25	0.375	2011-03-04	IP107	IN	hot-wire#1
285	1858167	v	0	0.375	0.25	0.375	2011-03-04	IP107	IN	hot-wire#1
286	2321529	n	0	0	0	0	2011-03-04	IP107	IN	sea_cucumber#1 holothurian#1
287	2766085	a	0	0	0	0	2011-03-05	IP108	IN	moraceous#1
288	4883942	n	0	0	0	0	2011-03-06	IP109	xx	abstemiousness#2
289	159267	a	0	0	0	0	2011-03-07	IP110	xx	mounted#1
290	1591394	a	0.5	0	0.5	0	2011-03-07	IP110	xx	royal#4 regal#1 purple#3 majestic#3 imperial#4
291	43003	r	0	0	0	0	2011-03-07	IP110	xx	thus#1 therefore#1 thence#3 so#9 hence#1
292	7543288	n	0.625	0	0.625	0	2011-03-08	IP111	IT	love#1
293	2184965	v	0	0	0	0	2011-03-08	IP112	xx	plunk#1 clunk#1 clump#1 clop#1
294	466486	a	0	0	0	0	2011-03-08	IP112	xx	nontelescoping#1 nontelescopic#1
295	13373746	n	0	0	0	0	2011-03-08	IP112	xx	bimetallism#1
296	8784104	n	0	0	0	0	2011-03-09	IP113	xx	aeolis#1 aeolia#1
297	2399648	n	0	0	0	0	2011-03-09	IP114	xx	second_stomach#1 reticulum#3
298	7996412	n	0	0	0	0	2011-03-09	IP114	xx	plague#3 infestation#2
299	229630	a	0.25	0.75	0.25	0.75	2011-03-11	IP115	IN	worst#1
300	7295955	n	0	1	0	1	2011-03-11	IP115	IN	worst#1
301	14794203	n	0	0.125	0	0	2011-03-11	IP116	DE	carboxymethyl_cellulose#1
302	8563627	n	0	0	0	0	2011-03-11	IP117	xx	southwestern_united_states#1 southwest#2
303	6830708	n	0	0	0	0	2011-03-11	IP117	xx	descender#2
304	7838811	n	0	0	0	0	2011-03-12	IP118	xx	mushroom_sauce#1
305	10267437	n	0	0.25	0.375	0.25	2011-03-13	IP119	GR	little_john#1
306	2061495	v	0	0	1	0	2011-03-14	IP120	ES	shoot#6 scud#1 scoot#1 flash#5 dash#1 dart#2
307	10304383	n	0	0	0	0	2011-03-16	IP121	HK	measurer#1
308	4249882	n	0	0	0	0	2011-03-16	IP121	HK	snifter#1 brandy_snifter#1 brandy_glass#1
309	1045520	n	0	0	0	0	2011-03-17	IP122	MX	thaumatolatry#1 miracle-worship#1
310	2576503	v	0	0.5	0	0.5	2011-03-18	IP123	TW	wander#2 cuckold#1 cheat_on#1 cheat#4 betray#4
311	14434681	n	0.25	0.125	0.25	0.5	2011-03-18	IP123	TW	importance#2 grandness#1
312	1528069	v	0	0	0.875	0	2011-03-18	IP123	TW	wedge#1 stick#1 lodge#2 deposit#1
313	861216	a	0.25	0.125	0.875	0	2011-03-18	IP123	TW	supposititious#1 suppositious#1 suppositional#1 supposed#4 hypothetical#1 hypothetic#1 divinatory#2 conjectural#1
314	1890088	v	0	0	1	0	2011-03-18	IP123	TW	convulse#4
315	287258	v	0	0	1	0	2011-03-18	IP123	TW	pigment#2
316	287258	v	0	0	1	0	2011-03-18	IP123	TW	pigment#2
317	10278568	n	0	0	1	0	2011-03-18	IP123	TW	machiavellian#1
318	14264203	n	0.25	0.25	0.25	0.25	2011-03-20	IP124	IN	canine_distemper#1
319	1744888	v	0	0	1	0	2011-03-21	IP123	TW	typeset#1 set#15
320	12439154	n	0	0.125	0	0.25	2011-03-22	IP125	xx	fly_poison#1 amianthum_muscitoxicum#1 amianthum_muscaetoxicum#1
321	265314	a	0	0.5	0	0.5	2011-03-22	IP126	xx	yellow-bellied#1 yellow#2 white-livered#1 lily-livered#1 chickenhearted#1 chicken#1
322	646332	n	0	0	0	0	2011-03-22	IP127	GB	urinalysis#1 uranalysis#1
323	1769220	v	0	0	0.375	0.5	2011-03-22	IP128	IN	strike_home#1 strike_a_note#1 strike_a_chord#2 hit_home#1
324	6440102	n	0	0	0	0	2011-03-22	IP129	BE	micheas#2 micah#2 book_of_micah#1
325	44760	a	0	0.5	0	0.5	2011-03-22	IP130	GR	acute#1
326	12025220	n	0	0	0	0	2011-03-22	IP131	xx	tetraneuris_acaulis#1 stemless_hymenoxys#1 hymenoxys_acaulis#1
327	2564330	a	0.125	0.25	0.125	0.25	2011-03-22	IP128	IN	cumbrous#1 cumbersome#1
328	14317720	n	0	0.75	0	0.75	2011-03-22	IP132	FR	intumescency#1 intumescence#1
329	2645839	v	0	0	1	0	2011-03-22	IP132	FR	weigh#4 matter#1 count#2
330	550771	n	0	0	0	0	2011-03-23	IP133	AU	performance#2
331	13148602	n	0	0	0.25	0.125	2011-03-23	IP134	TW	piperales#1 order_piperales#1
332	2129535	a	0	0	0.25	0	2011-03-24	IP135	GB	established#2 effected#1 accomplished#3
333	4960277	n	0	0.375	0	0.375	2011-03-25	IP136	CH	inkiness#1 blackness#1 black#1
334	4960277	n	0	0.375	0	0.375	2011-03-25	IP136	CH	inkiness#1 blackness#1 black#1
335	2028175	n	0	0	0	0	2011-03-25	IP136	CH	yellowlegs#1
336	9082058	n	0	0	0	0	2011-03-25	IP136	CH	nampa#1
337	2723595	n	0	0	0	0.125	2011-03-25	IP136	CH	febrifuge#1 antipyretic#1
338	2723595	n	0	0	0	0.125	2011-03-25	IP136	CH	febrifuge#1 antipyretic#1
339	5559256	n	0	0	0	0	2011-03-25	IP136	CH	tush#1 tooshie#1 tail_end#3 tail#4 stern#3 seat#2 rump#3 rear_end#1 rear#4 prat#1 posterior#1 nates#1 keister#1 hindquarters#1 hind_end#1 fundament#2 fanny#1 derriere#1 can#4 buttocks#1 butt#4 buns#1 bum#4 bottom#3 behind#1 backside#2 ass#1 arse#1
340	4625284	n	0	0.625	0	0.625	2011-03-25	IP136	CH	uneasiness#5 restlessness#4 queasiness#2
341	10922239	n	0.25	0	0.375	0	2011-03-25	IP136	CH	dante_alighieri#1 dante#1
342	283235	r	0	0.125	0	0.125	2011-03-25	IP136	CH	interminably#1 endlessly#4
343	6889591	n	0.125	0	0.125	0	2011-03-25	IP136	CH	bravado#1 bluster#2
344	13840958	n	0	0	0.125	0	2011-03-25	IP136	CH	interpersonal_chemistry#1 chemistry#3 alchemy#1
345	787061	n	0	0	0	0	2011-03-25	IP136	CH	whirl#3 pass#14 offer#3 go#3 fling#1 crack#9
346	1061100	a	0	0.375	0	0.375	2011-03-26	IP137	EG	floating#4
347	12950501	n	0	0	0	0	2011-03-26	IP137	EG	valerianella#1 genus_valerianella#1
348	1916555	a	0	0.25	0	0.25	2011-03-26	IP137	EG	supposed#3 so-called#1 alleged#2
349	428000	n	0.25	0.125	0.25	0.125	2011-03-26	IP138	xx	festivity#1 celebration#2
350	1619152	n	0	0	0	0.125	2011-03-30	IP139	xx	genus_cathartes#1 cathartes#1
351	9298410	n	0	0	0	0	2011-03-30	IP139	xx	gulf_of_guinea#1
352	1663201	a	0	0	0.75	0	2011-03-30	IP140	xx	paired#2 opposite#2
353	1402169	n	0	0	0	0.625	2011-03-31	IP141	xx	phaeophyceae#1 class_phaeophyceae#1
354	11879054	n	0	0	0	0	2011-04-01	IP142	ID	pakchoi#1 pak_choi#1 chinese_white_cabbage#1 brassica_rapa_chinensis#1 bok_choy#1 bok_choi#1
355	13805974	n	0	0	0	0	2011-04-01	IP142	ID	present_progressive_tense#1 present_progressive#1
356	4836683	n	0.375	0	0.625	0	2011-04-01	IP142	ID	push#3 get-up-and-go#1 energy#3
357	8747494	n	0	0	0	0	2011-04-01	IP142	ID	british_west_indies#1
358	10638922	n	0	0	0.75	0.25	2011-04-02	IP143	DE	sportswoman#1 sportsman#1 sport#5
359	9660645	n	0	0	0	0	2011-04-02	IP144	xx	menomini#1 menominee#1
360	2565939	a	0.25	0.5	0.25	0.5	2011-04-06	IP145	ID	willing_and_able#1
361	11093	r	0.375	0	0.375	0	2011-04-06	IP129	BE	well#1 good#1
362	7111047	n	0	0	0	0	2011-04-06	IP146	FR	speech_sound#1 sound#6 phone#2
363	13396485	n	0	0	0	0	2011-04-10	IP147	xx	budget_deficit#1
364	13396485	n	0	0	0	0	2011-04-10	IP147	xx	budget_deficit#1
365	13396485	n	0	0	0	0	2011-04-10	IP147	xx	budget_deficit#1
366	13396485	n	0	0	0	0	2011-04-10	IP147	xx	budget_deficit#1
367	11032541	n	0	0	0	0	2011-04-11	IP148	NZ	lorenz_milton_hart#1 lorenz_hart#1 hart#2
368	13440935	n	0	0	0	0	2011-04-11	IP149	AU	boolean_operation#1 binary_operation#1 binary_arithmetic_operation#1
369	6743506	n	0	0	0	0	2011-04-11	IP150	xx	solvent#2 solution#2 result#2 resolution#10 answer#2
370	11062649	n	0	0	0	1	2011-04-11	IP151	IN	julia_ward_howe#1 howe#3
371	8983413	n	0	0	1	0	2011-04-12	IP152	BG	krakow#1 krakau#1 cracow#1
372	4409911	n	0	0	0	0.25	2011-04-12	IP153	ES	tenon#1
373	1346343	a	0.125	0.25	0.125	0.25	2011-04-12	IP153	ES	prosy#1 prosaic#2 pedestrian#1 earthbound#2
374	1873157	v	0	0.125	0	0.125	2011-04-13	IP154	xx	thrust_out#1 push_out#1 obtrude#1
375	8498163	n	0	0	1	0	2011-04-13	IP155	FR	high_country#1
376	2674340	v	0	0.625	0	0.625	2011-04-13	IP156	BE	suck#4
377	9396608	n	0	0	0	0	2011-04-17	IP157	xx	polar_glacier#1
378	1805157	a	0.625	0	0.75	0.25	2011-04-18	IP158	DE	pleased#1
379	1123148	a	0.75	0	0.75	0	2011-04-19	IP159	xx	good#1
380	1805157	a	0.625	0	0.625	0	2011-04-19	IP160	IT	pleased#1
381	854413	a	0.125	0	0.125	0	2011-04-21	IP161	xx	soupy#2 soppy#2 slushy#2 sentimental#2 schmalzy#1 schmaltzy#1 mushy#2 mawkish#1 maudlin#1 kitschy#1 hokey#1 drippy#3 bathetic#1
382	2412210	n	0	0	0	0	2011-04-21	IP161	xx	wether#1
383	13479380	n	0	0	0	0	2011-04-21	IP162	IN	feedback#1
384	13479380	n	0	0	0	0	2011-04-21	IP162	IN	feedback#1
385	367418	r	0.25	0	0.375	0	2011-04-21	IP163	xx	explicitly#1
386	1777210	v	1	0	1	0	2011-04-23	IP164	xx	like#2
387	10839329	n	0	0	0	0	2011-04-26	IP165	FR	francis_beaumont#1 beaumont#2
388	8412749	n	0	0	0	0	2011-04-27	IP166	DE	primary_school#1 grammar_school#2 grade_school#1 elementary_school#1
389	8003427	n	0	0	0	0	2011-04-27	IP167	CZ	food_company#1
390	2591171	v	0	0	0	0	2011-05-01	IP168	CN	take_up#3
391	12675876	n	0	0	0.875	0	2011-05-02	IP169	xx	lonicera_japonica#1 japanese_honeysuckle#1
392	13321338	n	0	0	0	0.875	2011-05-03	IP170	xx	drop-off_charge#1
393	1123148	a	0.75	0	1	0	2011-05-04	IP171	xx	good#1
394	167575	r	0	0	0	1	2011-05-04	IP171	xx	just_in_time#1 in_the_nick_of_time#1
395	6501748	n	0	0	0.375	0	2011-05-05	IP172	xx	ship&#039;s_papers#1
396	2386612	a	0.125	0.75	0.125	0.75	2011-05-05	IP173	CN	short#3 little#6
397	8062464	n	0	0	1	0	2011-05-05	IP174	GB	consulting_firm#1 consulting_company#1
398	388209	r	0	0	0	0	2011-05-05	IP175	SG	longwise#1 longways#1 longitudinally#2 lengthwise#1 lengthways#1
399	15143477	n	0	0.625	0	0.625	2011-05-06	IP176	GB	dying#1 demise#1 death#4
400	521641	v	0	0	0	0	2011-05-07	IP177	xx	blue#1
401	13434406	n	0.125	0	0.125	0	2011-05-07	IP177	xx	assibilation#1
402	1893535	n	0.125	0	0.625	0	2011-05-09	IP178	VN	family_erinaceidae#1 erinaceidae#1
403	7864198	n	0	0	0	0	2011-05-10	IP179	IT	maryland_chicken#1
404	1722077	v	0	0	0	0	2011-05-10	IP180	xx	play#12
405	5593871	n	0	0	0	0	2011-05-10	IP181	FR	metacarpus#1
406	12018447	n	0	0	0	0	2011-05-10	IP181	FR	tall_goldenrod#1
407	9281545	n	0	0	0	0	2011-05-11	IP182	xx	flint_river#1 flint#2
408	1042998	n	0.375	0	0.875	0	2011-05-11	IP182	xx	bhakti#1
409	7318133	n	0	0.75	0	0	2011-05-11	IP182	xx	ruination#3 ruin#5 downfall#1
410	2133431	a	0.125	0.875	0.125	0.875	2011-05-11	IP182	xx	lecherous#1
411	2665937	v	0	0.125	0.375	0.125	2011-05-11	IP182	xx	take_after#1
412	8956461	n	0	0	0	0	2011-05-11	IP182	xx	tegu#1 taegu#1
413	15230790	n	0.75	0.125	0.75	0.125	2011-05-11	IP183	JP	golden_age#3
414	632531	n	0	0	0.25	0	2011-05-11	IP184	IT	group_practice#1
415	207133	a	0	0	0	0	2011-05-11	IP184	IT	short-billed#1 short-beaked#1
416	12063639	n	0	0	0	0	2011-05-11	IP184	IT	rattlesnake_plantain#1 helleborine#1
417	11851578	n	0	0	0	0	2011-05-11	IP184	IT	prickly_pear_cactus#1 prickly_pear#1
418	4656282	n	0.625	0	0.625	0	2011-05-11	IP184	IT	hospitableness#1
419	7001865	n	0	0	0	0	2011-05-11	IP185	xx	histogram#1
420	769834	v	0	0	0	0	2011-05-11	IP185	xx	proselytize#1 proselytise#1
421	284930	a	0	0.75	0	0.75	2011-05-11	IP185	xx	undimmed#1 bright#7
422	1037910	v	0	0	0	0	2011-05-11	IP185	xx	romance#3 philander#2 mash#2 flirt#1 dally#3 coquette#1 coquet#1 chat_up#1 butterfly#3
423	3824867	n	0	0	0	0	2011-05-11	IP185	xx	night-line#1
424	2477755	v	0	0	0	0	2011-05-11	IP185	xx	scrub#3 scratch#4 cancel#1 call_off#1
425	12514324	n	0	0	0	0	2011-05-11	IP185	xx	genus_chamaecytisus#1 chamaecytisus#1
426	2366453	n	0	0	0	0	2011-05-11	IP185	xx	stictomys#1 genus_stictomys#1
427	3646916	n	0	0	0.375	0.5	2011-05-11	IP186	IE	latticework#1 lattice#3 fretwork#1
428	3558841	n	0	0	0	0	2011-05-12	IP187	xx	ice_wagon#1 ice-wagon#1
429	2502163	a	0	0.5	0.25	0.75	2011-05-12	IP146	FR	worthless#1
430	3512147	n	0	0	0	0.25	2011-05-13	IP146	FR	whirlybird#1 helicopter#1 eggbeater#1 chopper#3
431	3715114	n	0	0	0.125	0	2011-05-15	IP188	CN	maksutov_telescope#1
432	10821867	n	0	0	0	0	2011-05-15	IP188	CN	aristarchus#1
433	2045473	a	0.25	0	0.25	0	2011-05-15	IP188	CN	semilunar#1 lunate#1 crescent-shaped#1 crescent#1
434	106020	a	0	0	1	0	2011-05-16	IP189	AU	good#2 full#6
435	1401224	a	0	0	0	0	2011-05-16	IP190	MY	licit#2 legitimate#4 lawful#4
436	60063	v	0.125	0.75	0.125	0.75	2011-05-16	IP191	CZ	abort#2
437	353839	v	0	0.625	0	0.625	2011-05-16	IP191	CZ	abort#1
438	59899	v	0.25	0.75	0.25	0.75	2011-05-16	IP191	CZ	abort#3
439	12648424	n	0	0	0	0	2011-05-17	IP192	xx	sand_cherry#1 prunus_susquehanae#1 prunus_pumilla_susquehanae#1 prunus_pumila#1 prunus_cuneata#1
440	1625063	a	0	0.75	0	0.75	2011-05-17	IP192	xx	repulsive#1 repugnant#1 obscene#2 detestable#1 abhorrent#1
441	2664960	n	0	0	0	0.375	2011-05-17	IP192	xx	sand_sole#1 psettichthys_melanostichus#1
442	47356	n	0.25	0	0.25	0	2011-05-17	IP192	xx	overachievement#1
443	8122960	n	0	0	0	0	2011-05-17	IP192	xx	epa#1 environmental_protection_agency#1
444	838043	v	0	0.25	0	0.25	2011-05-17	IP193	xx	sham#2 pretend#1 feign#1 dissemble#1 affect#4
445	10708797	n	0	0	0	0	2011-05-18	IP194	xx	thin_person#1 skin_and_bones#1 scrag#1
446	14150210	n	0	0.25	0	0.25	2011-05-18	IP195	AU	coal_miner&#039;s_lung#1 black_lung_disease#1 black_lung#1 anthracosis#1
447	14150210	n	0	0.25	0.625	0.25	2011-05-18	IP195	AU	coal_miner&#039;s_lung#1 black_lung_disease#1 black_lung#1 anthracosis#1
448	1703106	a	0.125	0	0.125	0	2011-05-18	IP196	DE	silvery-leaved#1 silvery-leafed#1 silver-leaved#1 silver-leafed#1
449	1389188	n	0	0	0	0	2011-05-19	IP197	xx	protozoa#1 phylum_protozoa#1
450	364064	v	0.25	0.125	0.25	0.125	2011-05-19	IP198	IN	interrupt#4 break#1
451	3393912	n	0	0	0	0	2011-05-19	IP179	IT	freight_car#1
452	13987905	n	1	0	1	0	2011-05-19	IP179	IT	walking_on_air#1 seventh_heaven#1 cloud_nine#1 blissfulness#1 bliss#1
453	13987905	n	1	0	1	0	2011-05-19	IP179	IT	walking_on_air#1 seventh_heaven#1 cloud_nine#1 blissfulness#1 bliss#1
454	12900987	n	0	0	0.5	0.125	2011-05-19	IP199	IT	long_pepper#2 jalapeno#1 chilli_pepper#1 chili_pepper#1 cayenne_pepper#1 cayenne#1 capsicum_annuum_longum#1
455	2242464	v	0	0	0.375	0.25	2011-05-19	IP199	IT	sell#1
456	658752	a	0.125	0.25	0.375	0.125	2011-05-19	IP199	IT	rectilinear#1 rectilineal#1
457	3689570	n	0	0	0.25	0	2011-05-19	IP199	IT	loop_knot#1
458	11149016	n	0	0	0.375	0.125	2011-05-19	IP199	IT	magellan#1 fernao_magalhaes#1 ferdinand_magellan#1
459	2487573	v	0	0	0	0	2011-05-19	IP199	IT	visit#3 call_in#3 call#6
460	12035631	n	0	0	0	1	2011-05-19	IP199	IT	mentzelia_livicaulis#1 mentzelia_laevicaulis#1 blazing_star#1
461	1499595	n	0	0	0.375	0.25	2011-05-19	IP199	IT	rhinoptera#1 genus_rhinoptera#1
462	8843085	n	0	0	0.375	0	2011-05-19	IP199	IT	admiralty_islands#1
463	7343363	n	0	0	0.625	0.125	2011-05-19	IP199	IT	return#7 recurrence#1
464	1280908	a	0.125	0.25	0.125	0.25	2011-05-19	IP199	IT	trivial#1 piffling#1 piddling#1 picayune#1 petty#2 niggling#1 little#4 lilliputian#3 footling#1 fiddling#1
465	1036047	v	0	0.375	0	0.375	2011-05-19	IP199	IT	whore#3
466	1427695	v	0.375	0.25	0.375	0.25	2011-05-19	IP199	IT	whore#2
467	2580577	v	0	0.25	0	0.25	2011-05-19	IP199	IT	whore#1
468	10485440	n	0	0.25	0	0.25	2011-05-19	IP199	IT	working_girl#2 woman_of_the_street#1 whore#1 tart#1 sporting_lady#1 prostitute#1 lady_of_pleasure#1 harlot#1 fancy_woman#1 cyprian#1 cocotte#1 bawd#1
469	846021	n	0	0	0.25	0	2011-05-19	IP199	IT	shtup#1 shag#4 screwing#1 screw#5 roll_in_the_hay#1 piece_of_tail#1 piece_of_ass#1 nooky#1 nookie#1 fucking#1 fuck#1 ass#4
470	1426397	v	0.375	0.125	0.375	0.125	2011-05-19	IP199	IT	sleep_with#1 sleep_together#1 screw#1 roll_in_the_hay#1 make_out#6 make_love#1 love#4 lie_with#1 know#8 jazz#2 hump#2 have_sex#1 have_it_off#1 have_it_away#1 have_intercourse#1 have_a_go_at_it#1 get_laid#1 get_it_on#1 fuck#1 eff#1 do_it#1 bonk#1 bed#4 be_intimate#1 bang#5
471	1123148	a	0.75	0	0.875	0	2011-05-25	IP200	DE	good#1
472	927049	v	0	0.75	0	0.75	2011-05-25	IP128	IN	speculate#2
473	1580490	n	0	0	0	0	2011-05-27	IP201	GB	garullus_garullus#1 common_european_jay#1
474	9769929	n	0	0	0	0	2011-05-27	IP201	GB	claims_adjustor#1 claims_adjuster#1 claim_agent#1 adjustor#1 adjuster#1
475	11499817	n	0	0	0	0	2011-05-27	IP201	GB	radio_wave#1 radio_radiation#1 radio_emission#1
476	327541	a	0	0	0	0	2011-05-27	IP201	GB	cancellous#1 cancellated#2 cancellate#2
477	537423	n	0	0	0	0	2011-05-28	IP202	xx	tango#1
478	14375166	n	0	0.625	0	0.625	2011-05-28	IP202	xx	overanxiety#1
479	5172131	n	0.5	0.25	0.5	0.25	2011-05-29	IP203	IN	instancy#2 imperativeness#2
480	467019	a	0.25	0	0.25	0	2011-05-31	IP89	AU	clustered#2 agglomerative#1 agglomerated#1 agglomerate#1
481	3220237	n	0	0	0	0	2011-05-31	IP204	IN	portal_tomb#1 dolmen#1 cromlech#1
482	6921392	n	0	0	0	0	2011-05-31	IP205	xx	quoratean#1
483	12961242	n	0	0	0	0	2011-05-31	IP205	xx	daisyleaf_grape_fern#1 daisy-leaved_grape_fern#1 botrychium_matricariifolium#1
484	11962108	n	0	0	0	0	2011-06-01	IP206	FI	genus_echinacea#1 echinacea#1
485	775460	n	0	1	0	1	2011-06-02	IP207	TR	abduction#1
486	130227	r	0	0	0	0	2011-06-03	IP208	IT	municipally#1
487	7697825	n	0	0	0	0	2011-06-03	IP208	IT	zep#1 wedge#2 torpedo#2 submarine_sandwich#1 submarine#2 sub#1 poor_boy#1 italian_sandwich#1 hoagy#1 hoagie#1 hero_sandwich#1 hero#7 grinder#1 cuban_sandwich#1 bomber#3
488	2504196	n	0	0	0	0.125	2011-06-03	IP208	IT	white_elephant#2
489	50887	n	0.125	0	0.125	0	2011-06-03	IP208	IT	return#13 reappearance#2
490	2418692	a	0.5	0.375	0.5	0.375	2011-06-03	IP208	IT	unimaginable#1 out_of_the_question#1 inconceivable#1 impossible#2
491	2418692	a	0.5	0.375	0.5	0.375	2011-06-03	IP208	IT	unimaginable#1 out_of_the_question#1 inconceivable#1 impossible#2
492	4753060	n	0	0.25	0	0.25	2011-06-03	IP208	IT	gulf#2 disconnection#2 disconnect#1
493	13749778	n	0	0	0	0	2011-06-03	IP208	IT	sixty#1 lx#1 60#1
494	6317464	n	0	0	0	0	2011-06-03	IP208	IT	word_class#1 part_of_speech#1 form_class#1
495	556881	a	0.5	0	0.5	0	2011-06-03	IP208	IT	stark#1 crude#5 blunt#4
496	2034300	v	0	0	0	0	2011-06-03	IP208	IT	turn_away#2 deflect#2 bend#5
497	1121402	a	0.25	0.125	0.25	0.125	2011-06-03	IP208	IT	storied#1 historied#1 celebrated#2
498	14154168	n	0	0.625	0	1	2011-06-03	IP208	IT	green-blindness#1 deuteranopia#1 daltonism#1
499	2658811	n	0	0	0	0	2011-06-04	IP209	IN	platichthys_flesus#1 european_flatfish#1
500	13984944	n	0	0	1	0	2011-06-04	IP209	IN	shadow#1
501	11100462	n	0	0	0.375	0	2011-06-05	IP210	MX	kendall#1 edward_kendall#1 edward_calvin_kendall#1
502	11304011	n	0	0	0	0	2011-06-06	IP211	IN	sitwell#1 dame_edith_sitwell#1 dame_edith_louisa_sitwell#1
503	13868813	n	0	0	0	0	2011-06-08	IP212	CN	cupid&#039;s_bow#1
504	9118639	n	0	0	0	0	2011-06-08	IP212	CN	cooperstown#1
505	11204276	n	0	0	0.5	0	2011-06-08	IP212	CN	nestor#1
506	14469466	n	0	0	0	0	2011-06-10	IP213	DE	ventricular_septal_defect#1
507	12111627	n	0	0	0	0	2011-06-10	IP213	DE	field_brome#1 bromus_arvensis#1
508	11096338	n	0	0	0	0	2011-06-10	IP213	DE	wassily_kandinsky#1 wassily_kandinski#1 kandinsky#1 kandinski#1
509	1983162	a	1	0	1	0	2011-06-10	IP213	DE	respectable#2 honorable#4 good#4 estimable#2
510	11335878	n	0	0.25	0	0.25	2011-06-10	IP199	IT	theresa#1 teresa#1 mother_theresa#1 mother_teresa#1 agnes_gonxha_bojaxhiu#1
511	7417405	n	0.125	0.625	0.125	0.625	2011-06-10	IP214	DE	pinch#4 exigency#2 emergency#1
512	1208044	a	0	0	0.625	0	2011-06-10	IP214	DE	elevated#1
513	7543033	n	0	0.625	0	0.625	2011-06-10	IP214	DE	pessimism#1
514	14513489	n	0	0	0	0	2011-06-16	IP215	NO	canvass#1 canvas#3
515	7947255	n	0	0	0	0	2011-06-16	IP215	NO	folks#2 folk#1 common_people#1
516	6910958	n	0	0	0	0	2011-06-16	IP215	NO	mohican#2 mahican#2
517	884007	a	0.75	0	0.75	0	2011-06-16	IP215	NO	enlightened#1
518	8790748	n	0	0	0	0	2011-06-16	IP215	NO	limnos#1 lemnos#1
519	2075847	a	0	0.5	0	0.5	2011-06-16	IP215	NO	half-crazed#1 deranged#1 crazed#1
520	12922119	n	0	0	0	0	2011-06-16	IP215	NO	toothed_spurge#1 euphorbia_dentata#1
521	1425892	v	0	0	0	0	2011-06-16	IP215	NO	pet#1
522	13801424	n	0	0	0	0	2011-06-16	IP215	NO	mood#3 mode#4 modality#2
523	4038727	n	0	0	0	0	2011-06-16	IP215	NO	rack#1
524	15247110	n	0	0	0	0	2011-06-16	IP215	NO	wink#1 twinkling#1 trice#1 split_second#1 new_york_minute#1 jiffy#1 instant#1 heartbeat#2 flash#5 blink_of_an_eye#1
525	7544213	n	0.625	0	0.625	0	2011-06-16	IP215	NO	enamoredness#1 amorousness#1
526	1576917	v	0	0.125	0	0.125	2011-06-16	IP215	NO	soften#4 cushion#1 buffer#2
527	12697360	n	0	0	0	0	2011-06-16	IP215	NO	genus_chloroxylon#1 chloroxylon#1
528	13887319	n	0	0	0.25	0.25	2011-06-17	IP216	HK	zigzag#1 zig#1 zag#1
529	17531	v	0	0	0.875	0	2011-06-17	IP217	FR	bunk_down#1 bed_down#1
530	7051185	n	0	0	0	0	2011-06-19	IP218	DE	blues#1
531	14050559	n	0.25	0	0.25	0	2011-06-19	IP218	DE	qi#1 ki#1 chi#1 ch&#039;i#1
532	1680913	v	0	0	0	0	2011-06-19	IP218	DE	profile#2
533	11909527	n	0	0	0	0	2011-06-19	IP218	DE	fumitory#1 fumewort#1 fumeroot#1 fumaria_officinalis#1
534	849768	n	0	0	0	0	2011-06-19	IP218	DE	miscegenation#1 interbreeding#2 crossbreeding#2
535	2726884	v	0	0	0	0	2011-06-19	IP218	DE	impend#1
536	2084861	n	0	0.5	0	0.5	2011-06-19	IP218	DE	mutt#1 mongrel#2 cur#1
537	13178883	n	0	0	0	0	2011-06-19	IP218	DE	genus_cyclophorus#1 cyclophorus#1
538	1592857	a	0	0.5	0	0.5	2011-06-19	IP218	DE	lowly#4 humble#4 baseborn#1 base#2
539	3356670	n	0	0	0	0	2011-06-19	IP218	DE	flaminian_way#1
540	13395407	n	0	0	0	0	2011-06-19	IP218	DE	tenner#2 ten_dollar_bill#1
541	1487311	v	0	0	0	0	2011-06-19	IP218	DE	weight_down#1 weight#1 burthen#1 burden#1
542	10273064	n	0	0.5	0	0.5	2011-06-19	IP218	DE	unsuccessful_person#1 nonstarter#1 loser#2 failure#4
543	2792552	n	0	0	0	0	2011-06-19	IP218	DE	lighter#3 hoy#1 flatboat#1 barge#1
544	14236226	n	0	0.125	0	0.125	2011-06-19	IP218	DE	nonmalignant_tumour#1 nonmalignant_tumor#1 nonmalignant_neoplasm#1 benign_tumour#1 benign_tumor#1
545	2671224	n	0	0	0	0	2011-06-20	IP219	CN	memory_access#1 access#5
